"","name","sex","year","n"
"887","Harriet","Female",2015,57
"888","Madeleine","Female",2015,56
"889","Elsie","Female",2015,56
"890","Alyssa","Female",2015,56
"891","Pippa","Female",2015,54
"892","Brooklyn","Female",2015,54
"893","Nevaeh","Female",2015,53
"894","Maggie","Female",2015,52
"895","Molly","Female",2015,51
"896","Lara","Female",2015,51
"897","Faith","Female",2015,51
"898","Amber","Female",2015,51
"899","Amity","Female",2015,50
"900","Josephine","Female",2015,50
"901","Aaliyah","Female",2015,50
"902","Eliza","Female",2015,50
"903","Marley","Female",2015,49
"904","Marlee","Female",2015,49
"905","Lyla","Female",2015,48
"906","Eleanor","Female",2015,47
"907",NA,"Female",2015,NA
"908",NA,"Female",2015,NA
"909",NA,"Female",2015,NA
"910","Olivia","Female",2014,386
"911","Charlotte","Female",2014,380
"912","Mia","Female",2014,341
"913","Ruby","Female",2014,322
"914","Sophie","Female",2014,322
"915","Ava","Female",2014,321
"916","Emily","Female",2014,313
"917","Amelia","Female",2014,311
"918","Chloe","Female",2014,283
"919","Isabella","Female",2014,272
"920","Ella","Female",2014,264
"921","Grace","Female",2014,253
"922","Isla","Female",2014,245
"923","Sophia","Female",2014,227
"924","Ivy","Female",2014,205
"925","Willow","Female",2014,201
"926","Sienna","Female",2014,191
"927","Harper","Female",2014,189
"928","Lily","Female",2014,186
"929","Matilda","Female",2014,183
"930","Scarlett","Female",2014,181
"931","Abigail","Female",2014,175
"932","Lucy","Female",2014,172
"933","Hannah","Female",2014,171
"934","Evie","Female",2014,164
"935","Zoe","Female",2014,158
"936","Layla","Female",2014,157
"937","Emma","Female",2014,157
"938","Georgia","Female",2014,154
"939","Isabelle","Female",2014,151
"940","Evelyn","Female",2014,144
"941","Maddison","Female",2014,136
"942","Summer","Female",2014,136
"943","Savannah","Female",2014,135
"944","Annabelle","Female",2014,131
"945","Aria","Female",2014,129
"946","Lilly","Female",2014,126
"947","Imogen","Female",2014,125
"948","Zara","Female",2014,123
"949","Eva","Female",2014,121
"950","Alexis","Female",2014,121
"951","Jasmine","Female",2014,116
"952","Elizabeth","Female",2014,114
"953","Mila","Female",2014,110
"954","Madison","Female",2014,107
"955","Audrey","Female",2014,105
"956","Mackenzie","Female",2014,102
"957","Stella","Female",2014,102
"958","Alice","Female",2014,102
"959","Piper","Female",2014,101
"960","Poppy","Female",2014,98
"961","Violet","Female",2014,98
"962","Ellie","Female",2014,96
"963","Sofia","Female",2014,92
"964","Chelsea","Female",2014,91
"965","Holly","Female",2014,91
"966","Bella","Female",2014,90
"967","Jessica","Female",2014,88
"968","Addison","Female",2014,86
"969","Paige","Female",2014,84
"970","Molly","Female",2014,83
"971","Maya","Female",2014,79
"972","Eden","Female",2014,79
"973","Sarah","Female",2014,78
"974","Phoebe","Female",2014,77
"975","Peyton","Female",2014,74
"976","Eloise","Female",2014,69
"977","Anna","Female",2014,69
"978","Heidi","Female",2014,67
"979","Claire","Female",2014,67
"980","Lacey","Female",2014,65
"981","Ariana","Female",2014,65
"982","Indiana","Female",2014,64
"983","Hayley","Female",2014,64
"984","Alyssa","Female",2014,63
"985","Isabel","Female",2014,62
"986","Eleanor","Female",2014,61
"987","Lara","Female",2014,60
"988","Charlie","Female",2014,60
"989","Amber","Female",2014,59
"990","Indie","Female",2014,59
"991","Elsie","Female",2014,59
"992","Rose","Female",2014,58
"993","Ayla","Female",2014,58
"994","Pippa","Female",2014,57
"995","Nevaeh","Female",2014,57
"996","Jade","Female",2014,57
"997","Aaliyah","Female",2014,57
"998","Frankie","Female",2014,56
"999","Brooklyn","Female",2014,56
"1000","Bonnie","Female",2014,56
"1001","Olive","Female",2014,53
"1002","Penelope","Female",2014,53
"1003","Madeleine","Female",2014,52
"1004","Lillian","Female",2014,52
"1005","Skye","Female",2014,51
"1006","Alexandra","Female",2014,51
"1007","Madeline","Female",2014,50
"1008","Lola","Female",2014,50
"1009","Gabriella","Female",2014,50
"1010","Indigo","Female",2014,50
"1011","Charlotte","Female",2013,449
"1012","Ruby","Female",2013,366
"1013","Emily","Female",2013,354
"1014","Mia","Female",2013,354
"1015","Amelia","Female",2013,342
"1016","Sophie","Female",2013,334
"1017","Olivia","Female",2013,325
"1018","Ava","Female",2013,323
"1019","Isabella","Female",2013,316
"1020","Ella","Female",2013,312
"1021","Chloe","Female",2013,278
"1022","Grace","Female",2013,273
"1023","Sienna","Female",2013,258
"1024","Sophia","Female",2013,243
"1025","Isla","Female",2013,217
"1026","Lily","Female",2013,213
"1027","Ivy","Female",2013,194
"1028","Matilda","Female",2013,186
"1029","Emma","Female",2013,185
"1030","Willow","Female",2013,181
"1031","Hannah","Female",2013,177
"1032","Harper","Female",2013,176
"1033","Scarlett","Female",2013,169
"1034","Abigail","Female",2013,166
"1035","Georgia","Female",2013,157
"1036","Lucy","Female",2013,156
"1037","Zoe","Female",2013,153
"1038","Evie","Female",2013,152
"1039","Summer","Female",2013,152
"1040","Layla","Female",2013,150
"1041","Eva","Female",2013,138
"1042","Zara","Female",2013,136
"1043","Maddison","Female",2013,130
"1044","Alexis","Female",2013,129
"1045","Lilly","Female",2013,127
"1046","Mackenzie","Female",2013,125
"1047","Savannah","Female",2013,119
"1048","Imogen","Female",2013,118
"1049","Chelsea","Female",2013,117
"1050","Isabelle","Female",2013,114
"1051","Jessica","Female",2013,112
"1052","Madison","Female",2013,111
"1053","Annabelle","Female",2013,108
"1054","Paige","Female",2013,107
"1055","Jasmine","Female",2013,105
"1056","Elizabeth","Female",2013,104
"1057","Sarah","Female",2013,103
"1058","Bella","Female",2013,100
"1059","Hayley","Female",2013,97
"1060","Evelyn","Female",2013,97
"1061","Aria","Female",2013,97
"1062","Mila","Female",2013,96
"1063","Peyton","Female",2013,94
"1064","Violet","Female",2013,94
"1065","Addison","Female",2013,92
"1066","Alice","Female",2013,89
"1067","Piper","Female",2013,89
"1068","Sofia","Female",2013,85
"1069","Poppy","Female",2013,85
"1070","Ellie","Female",2013,84
"1071","Eden","Female",2013,82
"1072","Claire","Female",2013,80
"1073","Nevaeh","Female",2013,79
"1074","Lola","Female",2013,76
"1075","Audrey","Female",2013,76
"1076","Stella","Female",2013,73
"1077","Eloise","Female",2013,70
"1078","Alyssa","Female",2013,70
"1079","Phoebe","Female",2013,70
"1080","Lillian","Female",2013,68
"1081","Holly","Female",2013,66
"1082","Indiana","Female",2013,65
"1083","Maya","Female",2013,64
"1084","Charlie","Female",2013,63
"1085","Madeleine","Female",2013,63
"1086","Aaliyah","Female",2013,63
"1087","Indigo","Female",2013,60
"1088","Brooklyn","Female",2013,59
"1089","Jade","Female",2013,59
"1090","Abby","Female",2013,59
"1091","Pippa","Female",2013,58
"1092","Alexandra","Female",2013,58
"1093","Lacey","Female",2013,58
"1094","Samantha","Female",2013,57
"1095","Amity","Female",2013,56
"1096","Anna","Female",2013,56
"1097","Charlee","Female",2013,56
"1098","Indie","Female",2013,56
"1099","Amber","Female",2013,56
"1100","Ayla","Female",2013,56
"1101","Indi","Female",2013,55
"1102","April","Female",2013,55
"1103","Charli","Female",2013,54
"1104","Molly","Female",2013,54
"1105","Olive","Female",2013,53
"1106","Rose","Female",2013,52
"1107","Lara","Female",2013,51
"1108","Isabel","Female",2013,51
"1109","Eliza","Female",2013,50
"1110","Heidi","Female",2013,50
"1111","Penelope","Female",2013,50
"1112","Skye","Female",2013,50
"1113",NA,"Female",2013,NA
"1114","Charlotte","Female",2012,465
"1115","Sophie","Female",2012,403
"1116","Ruby","Female",2012,401
"1117","Chloe","Female",2012,346
"1118","Ava","Female",2012,338
"1119","Mia","Female",2012,333
"1120","Emily","Female",2012,331
"1121","Isabella","Female",2012,330
"1122","Olivia","Female",2012,330
"1123","Amelia","Female",2012,317
"1124","Ella","Female",2012,314
"1125","Grace","Female",2012,282
"1126","Sienna","Female",2012,266
"1127","Lily","Female",2012,259
"1128","Sophia","Female",2012,244
"1129","Isla","Female",2012,201
"1130","Hannah","Female",2012,192
"1131","Lucy","Female",2012,190
"1132","Matilda","Female",2012,188
"1133","Emma","Female",2012,178
"1134","Zoe","Female",2012,177
"1135","Summer","Female",2012,174
"1136","Abigail","Female",2012,163
"1137","Lilly","Female",2012,161
"1138","Evie","Female",2012,151
"1139","Ivy","Female",2012,148
"1140","Maddison","Female",2012,140
"1141","Savannah","Female",2012,139
"1142","Eva","Female",2012,138
"1143","Chelsea","Female",2012,137
"1144","Madison","Female",2012,137
"1145","Layla","Female",2012,136
"1146","Scarlett","Female",2012,133
"1147","Georgia","Female",2012,128
"1148","Alexis","Female",2012,127
"1149","Harper","Female",2012,124
"1150","Isabelle","Female",2012,122
"1151","Jessica","Female",2012,122
"1152","Willow","Female",2012,120
"1153","Sarah","Female",2012,117
"1154","Jasmine","Female",2012,110
"1155","Bella","Female",2012,109
"1156","Zara","Female",2012,109
"1157","Addison","Female",2012,107
"1158","Mackenzie","Female",2012,107
"1159","Paige","Female",2012,107
"1160","Elizabeth","Female",2012,104
"1161","Stella","Female",2012,104
"1162","Holly","Female",2012,103
"1163","Imogen","Female",2012,103
"1164","Annabelle","Female",2012,101
"1165","Hayley","Female",2012,96
"1166","Alice","Female",2012,94
"1167","Sofia","Female",2012,93
"1168","Audrey","Female",2012,90
"1169","Ellie","Female",2012,86
"1170","Piper","Female",2012,82
"1171","Jade","Female",2012,80
"1172","Poppy","Female",2012,80
"1173","Claire","Female",2012,79
"1174","Molly","Female",2012,75
"1175","Evelyn","Female",2012,72
"1176","Maya","Female",2012,72
"1177","Amber","Female",2012,71
"1178","Mila","Female",2012,70
"1179","Phoebe","Female",2012,70
"1180","Skye","Female",2012,70
"1181","Charlie","Female",2012,69
"1182","Peyton","Female",2012,68
"1183","Violet","Female",2012,68
"1184","Eloise","Female",2012,67
"1185","Heidi","Female",2012,66
"1186","Alyssa","Female",2012,65
"1187","Lacey","Female",2012,65
"1188","Taylor","Female",2012,63
"1189","Eden","Female",2012,63
"1190","Lillian","Female",2012,62
"1191","Milla","Female",2012,62
"1192","Indiana","Female",2012,60
"1193","Rose","Female",2012,60
"1194","Tahlia","Female",2012,60
"1195","Mikayla","Female",2012,59
"1196","Lara","Female",2012,59
"1197","Pippa","Female",2012,57
"1198","Charli","Female",2012,56
"1199","Samantha","Female",2012,55
"1200","Aria","Female",2012,54
"1201","Nevaeh","Female",2012,54
"1202","Abby","Female",2012,53
"1203","Madeleine","Female",2012,53
"1204","Aaliyah","Female",2012,52
"1205","Lola","Female",2012,52
"1206","Brooklyn","Female",2012,51
"1207","Caitlin","Female",2012,51
"1208","Kate","Female",2012,51
"1209","Makayla","Female",2012,51
"1210","Alexandra","Female",2012,50
"1211","Indie","Female",2012,50
"1212","Charlee","Female",2012,49
"1213","Amy","Female",2012,49
"1214","Arabella","Female",2012,49
"1215","Brooke","Female",2012,49
"1216","Gabriella","Female",2012,49
"1217","Sophie","Female",2011,389
"1218","Ruby","Female",2011,387
"1219","Chloe","Female",2011,374
"1220","Isabella","Female",2011,360
"1221","Mia","Female",2011,358
"1222","Emily","Female",2011,355
"1223","Charlotte","Female",2011,346
"1224","Sienna","Female",2011,338
"1225","Ava","Female",2011,336
"1226","Ella","Female",2011,324
"1227","Olivia","Female",2011,323
"1228","Grace","Female",2011,317
"1229","Amelia","Female",2011,315
"1230","Lily","Female",2011,274
"1231","Lucy","Female",2011,191
"1232","Hannah","Female",2011,191
"1233","Sophia","Female",2011,190
"1234","Emma","Female",2011,187
"1235","Georgia","Female",2011,171
"1236","Summer","Female",2011,157
"1237","Lilly","Female",2011,155
"1238","Matilda","Female",2011,155
"1239","Maddison","Female",2011,153
"1240","Zoe","Female",2011,150
"1241","Madison","Female",2011,148
"1242","Savannah","Female",2011,147
"1243","Abigail","Female",2011,146
"1244","Chelsea","Female",2011,142
"1245","Jessica","Female",2011,140
"1246","Isla","Female",2011,138
"1247","Jasmine","Female",2011,134
"1248","Isabelle","Female",2011,134
"1249","Scarlett","Female",2011,131
"1250","Evie","Female",2011,127
"1251","Hayley","Female",2011,126
"1252","Eva","Female",2011,124
"1253","Layla","Female",2011,122
"1254","Alexis","Female",2011,121
"1255","Paige","Female",2011,115
"1256","Holly","Female",2011,112
"1257","Sarah","Female",2011,111
"1258","Addison","Female",2011,107
"1259","Ivy","Female",2011,105
"1260","Willow","Female",2011,103
"1261","Mackenzie","Female",2011,100
"1262","Imogen","Female",2011,100
"1263","Elizabeth","Female",2011,97
"1264","Bella","Female",2011,96
"1265","Piper","Female",2011,91
"1266","Harper","Female",2011,89
"1267","Stella","Female",2011,89
"1268","Claire","Female",2011,88
"1269","Annabelle","Female",2011,86
"1270","Molly","Female",2011,84
"1271","Alyssa","Female",2011,83
"1272","Maya","Female",2011,82
"1273","Sofia","Female",2011,79
"1274","Zara","Female",2011,76
"1275","Skye","Female",2011,76
"1276","Nevaeh","Female",2011,75
"1277","Phoebe","Female",2011,74
"1278","Alice","Female",2011,72
"1279","Ellie","Female",2011,71
"1280","Jade","Female",2011,70
"1281","Heidi","Female",2011,70
"1282","Caitlin","Female",2011,69
"1283","Violet","Female",2011,68
"1284","Taylor","Female",2011,67
"1285","Tahlia","Female",2011,67
"1286","Mikayla","Female",2011,67
"1287","Poppy","Female",2011,65
"1288","Isabel","Female",2011,65
"1289","Evelyn","Female",2011,64
"1290","Dakota","Female",2011,63
"1291","Aaliyah","Female",2011,63
"1292","Charli","Female",2011,63
"1293","Lillian","Female",2011,63
"1294","Eden","Female",2011,62
"1295","Indiana","Female",2011,62
"1296","Amy","Female",2011,62
"1297","Amber","Female",2011,61
"1298","Peyton","Female",2011,60
"1299","Samantha","Female",2011,60
"1300","Charlie","Female",2011,59
"1301","Taylah","Female",2011,59
"1302","Abby","Female",2011,57
"1303","Tayla","Female",2011,55
"1304","Lacey","Female",2011,55
"1305","Erin","Female",2011,54
"1306","Eloise","Female",2011,54
"1307","Faith","Female",2011,54
"1308","Eliza","Female",2011,54
"1309","Ebony","Female",2011,53
"1310","Abbey","Female",2011,53
"1311","Lola","Female",2011,53
"1312","Kate","Female",2011,52
"1313","Milla","Female",2011,51
"1314","Brianna","Female",2011,51
"1315","Audrey","Female",2011,51
"1316","Katie","Female",2011,51
"1317","Rose","Female",2011,51
"1318",NA,"Female",2011,NA
"1319","Ruby","Female",2010,440
"1320","Mia","Female",2010,425
"1321","Isabella","Female",2010,401
"1322","Chloe","Female",2010,398
"1323","Charlotte","Female",2010,387
"1324","Emily","Female",2010,368
"1325","Ella","Female",2010,363
"1326","Lily","Female",2010,331
"1327","Sienna","Female",2010,331
"1328","Sophie","Female",2010,331
"1329","Olivia","Female",2010,328
"1330","Amelia","Female",2010,305
"1331","Ava","Female",2010,300
"1332","Grace","Female",2010,270
"1333","Hannah","Female",2010,206
"1334","Emma","Female",2010,192
"1335","Lucy","Female",2010,191
"1336","Summer","Female",2010,184
"1337","Lilly","Female",2010,183
"1338","Matilda","Female",2010,183
"1339","Madison","Female",2010,173
"1340","Georgia","Female",2010,172
"1341","Abigail","Female",2010,165
"1342","Zoe","Female",2010,163
"1343","Chelsea","Female",2010,151
"1344","Maddison","Female",2010,146
"1345","Sophia","Female",2010,146
"1346","Isabelle","Female",2010,145
"1347","Layla","Female",2010,145
"1348","Jessica","Female",2010,143
"1349","Isla","Female",2010,138
"1350","Jasmine","Female",2010,138
"1351","Sarah","Female",2010,136
"1352","Eva","Female",2010,135
"1353","Scarlett","Female",2010,132
"1354","Holly","Female",2010,130
"1355","Bella","Female",2010,129
"1356","Hayley","Female",2010,118
"1357","Imogen","Female",2010,117
"1358","Savannah","Female",2010,109
"1359","Paige","Female",2010,107
"1360","Claire","Female",2010,103
"1361","Addison","Female",2010,102
"1362","Zara","Female",2010,99
"1363","Alexis","Female",2010,98
"1364","Ivy","Female",2010,98
"1365","Evie","Female",2010,95
"1366","Mikayla","Female",2010,94
"1367","Stella","Female",2010,94
"1368","Elizabeth","Female",2010,93
"1369","Alyssa","Female",2010,90
"1370","Amber","Female",2010,90
"1371","Molly","Female",2010,90
"1372","Tahlia","Female",2010,90
"1373","Willow","Female",2010,90
"1374","Phoebe","Female",2010,87
"1375","Caitlin","Female",2010,86
"1376","Charli","Female",2010,81
"1377","Taylor","Female",2010,81
"1378","Kate","Female",2010,78
"1379","Poppy","Female",2010,76
"1380","Lara","Female",2010,75
"1381","Mackenzie","Female",2010,74
"1382","Jade","Female",2010,72
"1383","Annabelle","Female",2010,71
"1384","Kayla","Female",2010,71
"1385","Piper","Female",2010,71
"1386","Skye","Female",2010,71
"1387","Lola","Female",2010,69
"1388","Samantha","Female",2010,69
"1389","Isabel","Female",2010,68
"1390","Lillian","Female",2010,68
"1391","Dakota","Female",2010,67
